num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
1915,OX382720.1_15_9694_12204,836,979,1.0,27,16.0,59.26,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1916,OX382720.1_32_16945_17865,306,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1917,OX382720.1_34_18634_20307,557,978,0.92,13,2.0,15.38,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1918,OX382720.1_35_20311_25524,1737,978,0.97,72,45.0,62.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1919,OX382720.1_38_26835_27956,373,979,0.84,4,2.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1920,OX382720.1_48_32084_33406,440,978,0.97,7,7.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1921,OX382720.1_50_34104_35330,408,598,0.84,6,1.0,16.67,YP_010087001.1,94,Potyviridae,Potyviridae,Potyviridae,Macluravirus,polyprotein,Polyprotein,Elettaria cardamomum,ssRNA(+)
1922,OX382720.1_51_35342_37024,560,979,0.98,13,13.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1923,OX382723.1_8_2737_11094,2785,979,0.94,125,52.0,41.6,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1924,OX382723.1_9_11113_12192,359,978,0.95,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1925,OX382723.1_10_12192_13301,369,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1926,OX382723.1_13_14073_17357,1094,979,0.97,40,27.0,67.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1927,OX382723.1_16_18479_20104,541,978,0.96,13,11.0,84.62,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1928,OX382723.1_21_22878_24704,608,978,0.94,16,7.0,43.75,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1929,OX382723.1_28_26063_27637,524,979,0.99,12,11.0,91.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1930,OX382723.1_39_31547_32734,395,925,1.0,5,1.0,20.0,QHN75177.1,36,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,Citrivirus,replicase polyprotein,Replication-Transcription,Nicotiana occidentalis,ssRNA(+)
1931,OX382723.1_40_32740_33702,320,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1932,OX382723.1_49_37750_38817,355,979,1.0,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1933,OX382736.1_3_809_2704,631,978,0.92,17,10.0,58.82,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1934,OX382736.1_5_2851_5022,723,978,0.96,22,14.0,63.64,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1935,OX382736.1_6_5023_6045,340,571,0.81,2,2.0,100.0,YP_009551696.1,104,Mesoniviridae,Mesoniviridae,Mesoniviridae-Coronaviridae,Alphamesonivirus,ORF2,Polyprotein,Culex quinquefasciatus,ssRNA(+)
1936,OX382736.1_11_8134_9339,401,978,0.98,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1937,OX382736.1_22_12655_13707,350,979,0.94,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1938,OX382736.1_35_17317_18732,471,979,0.94,9,5.0,55.56,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1939,OX382736.1_36_18720_21122,800,979,0.96,25,10.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1940,OX382736.1_53_26231_27964,577,979,0.98,14,4.0,28.57,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1941,OX382736.1_57_29545_30504,319,978,0.87,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1942,OX382736.1_62_32064_33092,342,978,0.99,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1943,OX382737.1_12_4975_6225,416,978,0.93,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1944,OX382737.1_13_6222_7817,531,978,1.0,12,12.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1945,OX382737.1_20_10487_12073,528,978,0.95,12,3.0,25.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1946,OX382737.1_21_12030_13193,387,979,0.97,5,5.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1947,OX382737.1_22_13248_14930,560,979,0.99,13,9.0,69.23,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1948,OX382755.1_2_701_1867,388,978,0.96,5,4.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1949,OX382755.1_6_3306_7043,1245,978,0.98,48,42.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1950,OX382755.1_12_8834_10972,712,978,1.0,21,21.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1951,OX382755.1_13_10972_12945,657,979,0.98,18,6.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1952,OX382755.1_34_19969_21348,459,979,0.96,8,7.0,87.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1953,OX382755.1_57_30327_31463,378,814,0.99,4,2.0,50.0,YP_009121868.1,48,Baculoviridae,Baculoviridae,Baculoviridae,Betabaculovirus,helicase,Replication-Transcription,Erinnyis ello,dsDNA
1954,OX382755.1_58_31502_32932,476,978,0.9,9,7.0,77.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1955,OX382803.1_3_833_2041,402,978,0.95,6,2.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1956,OX382803.1_24_7082_8047,321,785,0.96,2,1.0,50.0,AYV85599.1,52,Mimiviridae,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimivirus,D5-ATPase-helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA
1957,OX382803.1_28_9513_10631,372,978,0.95,4,2.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1958,OX382803.1_51_18624_20516,630,979,0.91,17,4.0,23.53,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1959,OX382803.1_57_23404_24696,430,979,0.88,7,6.0,85.71,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1960,OX382803.1_59_25278_27113,611,978,0.97,16,15.0,93.75,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1961,OX382803.1_61_27258_29627,789,602,1.0,25,5.0,20.0,YP_009551832.1,93,Herpesviridae,Orthoherpesviridae,Herpesviridae,Rhadinovirus,glycoprotein H,Glycoprotein,Equus caballus,dsDNA
1962,OX382816.1_9_2932_4119,395,925,1.0,5,1.0,20.0,QHN75177.1,36,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,Citrivirus,replicase polyprotein,Replication-Transcription,Nicotiana occidentalis,ssRNA(+)
1963,OX382816.1_10_4125_5087,320,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1964,OX382816.1_19_9135_10202,355,979,1.0,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1965,OX382816.1_28_13922_22279,2785,979,0.94,125,52.0,41.6,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1966,OX382816.1_29_22298_23377,359,978,0.95,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1967,OX382816.1_30_23377_24486,369,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1968,OX382816.1_33_25258_28542,1094,979,0.97,40,27.0,67.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1969,OX382816.1_36_29664_31289,541,978,0.96,13,11.0,84.62,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1970,OX382816.1_41_34063_35889,608,978,0.94,16,7.0,43.75,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1971,OX382816.1_48_37248_38822,524,979,0.99,12,11.0,91.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1972,OX382824.1_1_2_1207,402,978,1.0,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1973,OX382824.1_7_3034_4284,416,978,0.98,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1974,OX382824.1_9_4469_5686,405,512,0.96,6,2.0,33.33,AVP32822.1,126,Hepeviridae,Hepeviridae,Hepeviridae,Avihepevirus,capsid protein,Structural-Envelope,Rattus norvegicus,ssRNA(+)
1975,OX382824.1_18_10445_16339,1964,978,0.97,84,29.0,34.52,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1976,OX382824.1_19_16355_17677,440,978,1.0,7,7.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1977,OX382824.1_20_17700_20612,970,978,0.98,34,30.0,88.24,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1978,OX382824.1_21_20612_22693,693,978,0.96,20,10.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1979,OX382824.1_23_23110_24357,415,978,1.0,6,6.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1980,OX382824.1_24_24360_25604,414,978,0.99,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1981,OX382824.1_25_25606_26847,413,978,0.93,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1982,OX382824.1_27_27595_28803,402,978,0.92,6,3.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1983,OX382824.1_33_31439_33589,716,978,0.97,21,19.0,90.48,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1984,OX382824.1_59_45214_46323,369,978,0.91,4,2.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1985,OX382824.1_85_55087_57003,638,979,0.94,17,9.0,52.94,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1986,OX382824.1_88_58054_59064,336,486,0.85,2,1.0,50.0,YP_654692.1,133,Iridoviridae,Iridoviridae,Iridoviridae-Ascoviridae,Ranavirus,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA
1987,OX382824.1_96_62377_63549,390,979,0.88,5,4.0,80.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1988,OX382824.1_100_65529_66917,462,978,1.0,9,9.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1989,OX382824.1_101_66962_70393,1143,979,0.97,43,10.0,23.26,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1990,OX382824.1_103_71042_72277,411,978,0.99,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1991,OX382824.1_104_72274_73212,312,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1992,OX382824.1_122_81876_83933,685,979,0.97,20,14.0,70.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1993,OX382824.1_124_84196_85125,309,978,0.99,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1994,OX382824.1_128_87167_89008,613,978,0.94,16,13.0,81.25,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1995,OX382824.1_157_99862_101220,452,978,0.92,8,4.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1996,OX382824.1_159_101529_102584,351,978,0.89,3,1.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1997,OX382824.1_161_102921_105470,849,978,0.95,28,11.0,39.29,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1998,OX382824.1_171_109739_110962,407,978,0.93,6,3.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
1999,OX382824.1_172_110974_112005,343,978,0.99,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2000,OX382824.1_175_113631_114668,345,978,0.97,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2001,OX382824.1_188_121128_122147,339,978,0.93,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2002,OX382824.1_190_122685_123623,312,978,0.8,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2003,OX382824.1_197_126973_128154,393,979,0.99,5,3.0,60.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
2004,OX382824.1_198_128214_130391,725,978,0.95,22,5.0,22.73,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2005,OX382824.1_199_130482_131774,430,978,0.94,7,3.0,42.86,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2006,OX382824.1_200_131817_133532,571,20,0.98,14,3.0,21.43,QKF95578.1,12451,Potyviridae,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyvirus,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+)
2007,OX382824.1_201_133529_134602,357,676,0.81,3,1.0,33.33,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
2008,OX382824.1_205_135855_137309,484,979,0.95,10,6.0,60.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
2009,OX382824.1_209_139017_140357,446,978,0.99,8,8.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2010,OX382824.1_210_140410_141690,426,979,1.0,7,7.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
2011,OX382824.1_214_143500_145710,736,978,0.99,22,11.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2012,OX382824.1_217_146766_148463,565,978,0.99,14,7.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2013,OX382824.1_219_149151_150833,560,978,0.98,13,10.0,76.92,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2014,OX382824.1_220_150894_152573,559,676,0.93,13,2.0,15.38,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
2015,OX382824.1_223_153648_154652,334,868,1.0,2,1.0,50.0,AVX53545.1,43,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,Picobirnavirus,putative capsid,Structural-Envelope,Marmota himalayana,dsRNA
2016,OX382824.1_229_158385_160094,569,569,0.92,14,5.0,35.71,YP_009325603.1,106,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,Chlorovirus,Chlorovirus glycoprotein repeat domain-containing protein,Glycoprotein,Chlorella variabilis,dsDNA
2017,OX382824.1_230_160106_161122,338,978,0.96,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2018,OX382851.1_11_4186_5556,456,978,0.89,8,4.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2019,OX382851.1_12_5709_6830,373,979,0.92,4,1.0,25.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
2020,OX382851.1_13_6820_8361,513,978,0.94,11,8.0,72.73,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2021,OX382851.1_19_10688_12097,469,978,1.0,9,9.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2022,OX382851.1_20_12094_13332,412,978,1.0,6,3.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2023,OX382948.1_4_1309_3027,572,979,0.96,14,7.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
2024,OX382948.1_7_4020_4940,306,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2025,OX382948.1_10_5697_6620,307,978,0.96,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2026,OX382948.1_11_6658_8808,716,978,0.99,21,17.0,80.95,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2027,OX382948.1_13_8948_11398,816,978,0.96,26,17.0,65.38,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2028,OX382948.1_14_11398_12387,329,198,1.0,2,1.0,50.0,AKZ66476.1,458,Coronaviridae,Coronaviridae,Coronaviridae,Alphacoronavirus,spike protein,Structural-Envelope,Felis catus,ssRNA(+)
2029,OX382948.1_23_15451_16605,384,978,0.92,5,3.0,60.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2030,OX382948.1_50_24262_25176,304,978,0.88,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2031,OX382961.1_1_1_1404,468,978,0.97,9,6.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
2032,OX382961.1_2_1415_2431,338,978,1.0,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
