num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
387,368,NODE_845_length_1576_cov_1.892784_1_3_1481,493,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
388,369,NODE_856_length_1570_cov_10.013112_1_255_1190,311,979,0.89,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
389,370,NODE_859_length_1568_cov_3.245335_1_3_1568,522,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
390,371,NODE_863_length_1565_cov_2.763158_2_87_1565,492,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
391,372,NODE_865_length_1564_cov_4.581428_1_3_1562,520,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,3.0,50.0
392,373,NODE_866_length_1563_cov_4.755895_2_607_1563,318,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
393,374,NODE_869_length_1562_cov_5.896600_1_10_1560,516,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
394,375,NODE_871_length_1561_cov_8.268056_1_385_1302,305,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
395,376,NODE_875_length_1559_cov_3.785118_1_1_999,333,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
396,377,NODE_876_length_1558_cov_3.708420_1_3_1382,460,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
397,378,NODE_879_length_1556_cov_5.512892_1_1_1554,518,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
398,379,NODE_880_length_1556_cov_4.643206_1_3_1046,348,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
399,380,NODE_886_length_1554_cov_5.464759_1_561_1553,331,536,1.0,NP_038453.1,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3728,118,RNA-dependent RNA polymerase,Replication-Transcription,Jasminum sambac,ssRNA(+),Alphacarmovirus,1,1.0,100.0
401,381,NODE_895_length_1551_cov_3.595105_1_3_1508,502,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
402,382,NODE_898_length_1550_cov_11.690693_1_632_1549,305,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
403,383,NODE_899_length_1550_cov_4.666200_1_3_1142,380,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
404,384,NODE_900_length_1550_cov_4.505248_1_2_1549,516,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
405,385,NODE_901_length_1550_cov_3.101470_1_349_1548,399,100,0.99,YP_010086240.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,859,1192,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Bandavirus,3,1.0,33.33
406,386,NODE_903_length_1549_cov_16.955882_1_3_1547,515,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
407,387,NODE_904_length_1549_cov_9.053922_1_163_1548,462,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
408,388,NODE_908_length_1547_cov_15.034362_1_150_1547,465,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,1.0,20.0
409,389,NODE_911_length_1546_cov_2.777544_1_1_1491,497,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
410,390,NODE_912_length_1545_cov_6.680478_1_180_1520,446,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
411,391,NODE_917_length_1544_cov_6.720309_1_1_1122,373,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
412,392,NODE_919_length_1543_cov_1.445148_1_1_1542,514,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
413,393,NODE_924_length_1540_cov_4.667371_1_1_1539,513,143,1.0,QLA47022.1,Peribunyaviridae,Peribunyaviridae-Hantaviridae,Peribunyaviridae,751,735,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthobunyavirus,6,3.0,50.0
414,394,NODE_926_length_1539_cov_4.944288_1_3_1538,512,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
415,395,NODE_927_length_1538_cov_6.472124_1_551_1537,328,543,0.99,QIX04702.1,Bornaviridae,Bornaviridae,Bornaviridae,1393,116,polymerase,Replication-Transcription,Callosciurus prevostii,ssRNA(-),Orthobornavirus,1,1.0,100.0
416,396,NODE_928_length_1538_cov_5.857445_1_1_1359,452,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
417,397,NODE_933_length_1536_cov_37.918728_1_2_1534,511,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,3.0,50.0
418,398,NODE_941_length_1531_cov_11.082979_1_9_1529,506,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
419,399,NODE_945_length_1529_cov_13.379972_1_354_1283,309,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
421,400,NODE_947_length_1529_cov_5.031250_1_1_1338,446,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
422,401,NODE_950_length_1527_cov_24.785206_1_76_1440,454,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
423,402,NODE_952_length_1527_cov_2.262447_1_3_1007,335,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
424,403,NODE_959_length_1525_cov_15.623219_1_220_1494,424,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
425,404,NODE_961_length_1524_cov_3.588026_1_2_1522,507,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
426,405,NODE_964_length_1523_cov_8.042796_1_1_1521,507,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,3.0,50.0
427,406,NODE_966_length_1521_cov_7.700000_1_53_1519,489,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,1.0,20.0
428,407,NODE_974_length_1519_cov_3.343348_1_3_1517,505,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
430,408,NODE_978_length_1517_cov_4.674069_1_169_1515,449,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
432,409,NODE_981_length_1516_cov_2.933333_1_417_1514,365,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
433,410,NODE_982_length_1515_cov_5.987088_1_2_1513,504,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,3.0,50.0
434,411,NODE_983_length_1515_cov_5.393113_1_3_1208,402,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
435,412,NODE_985_length_1515_cov_1.603300_1_3_1019,338,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
436,413,NODE_990_length_1514_cov_5.554200_1_1_927,308,583,0.91,YP_009109556.3,Arteriviridae,Arteriviridae,Arteriviridae,203,101,polyprotein,Other-Functions,Piliocolobus tephrosceles,ssRNA(+),Zetaarterivirus,1,1.0,100.0
437,414,NODE_992_length_1514_cov_1.940416_1_10_1512,500,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
438,415,NODE_996_length_1513_cov_2.376437_2_242_1513,423,957,0.81,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,4,1.0,25.0
439,416,NODE_997_length_1512_cov_1.978433_1_3_1145,381,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
440,417,NODE_1000_length_1511_cov_4.147482_1_2_1510,503,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
441,418,NODE_1005_length_1508_cov_6.924297_1_2_1315,438,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
442,419,NODE_1006_length_1508_cov_3.071377_1_217_1506,430,66,0.92,ASV45868.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,493,1992,polymerase,Replication-Transcription,Canis lupus familiaris,ssRNA(-),Lyssavirus,4,1.0,25.0
443,420,NODE_1017_length_1504_cov_7.939986_1_444_1493,349,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
444,421,NODE_1026_length_1503_cov_1.057887_1_244_1503,419,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
445,422,NODE_1033_length_1500_cov_2.831037_1_3_1499,499,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
446,423,NODE_1035_length_1499_cov_3.689405_1_221_1498,425,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
447,424,NODE_1037_length_1498_cov_4.552651_1_166_1125,319,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
448,425,NODE_1039_length_1497_cov_10.282703_2_201_1427,408,785,0.93,AYV85599.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3112,52,D5-ATPase-helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,3,1.0,33.33
449,426,NODE_1040_length_1497_cov_6.704942_2_465_1496,343,978,0.93,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,2.0,100.0
450,427,NODE_1043_length_1496_cov_6.189091_1_1_1494,498,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
451,428,NODE_1046_length_1494_cov_3.573926_1_2_1357,452,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
452,429,NODE_1050_length_1493_cov_2.817784_1_298_1491,397,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
453,430,NODE_1051_length_1492_cov_6.897155_1_2_1492,497,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
454,431,NODE_1060_length_1490_cov_2.312637_1_2_1489,496,20,0.97,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,5,3.0,60.0
456,432,NODE_1065_length_1488_cov_22.120702_1_339_1487,382,574,1.0,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,3,1.0,33.33
457,433,NODE_1070_length_1486_cov_19.651282_1_36_1220,394,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,2.0,66.67
458,434,NODE_1075_length_1483_cov_14.942731_1_2_1228,408,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
459,435,NODE_1078_length_1481_cov_7.028676_1_237_1295,352,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
460,436,NODE_1080_length_1481_cov_2.347794_1_2_1480,493,574,1.0,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,5,2.0,40.0
461,437,NODE_1084_length_1480_cov_4.216336_1_273_1478,401,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
462,438,NODE_1086_length_1480_cov_1.539367_1_44_1480,479,883,0.98,QID77659.1,Endornaviridae,Endornaviridae,Endornaviridae,95,40,polyprotein,Polyprotein,Capsicum annuum,dsRNA,Alphaendornavirus,5,1.0,20.0
463,439,NODE_1090_length_1478_cov_3.563007_1_390_1478,362,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
464,440,NODE_1092_length_1478_cov_2.450258_1_36_1001,321,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
466,441,NODE_1101_length_1475_cov_1.850074_1_153_1475,440,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
467,442,NODE_1116_length_1470_cov_8.022980_1_3_1319,438,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,1.0,25.0
469,443,NODE_1129_length_1466_cov_4.324164_1_3_1412,469,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
470,444,NODE_1130_length_1465_cov_5.105655_2_255_1352,365,978,0.94,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
471,445,NODE_1133_length_1463_cov_10.652012_1_3_1463,487,869,0.97,QFU19788.1,Tobaniviridae,Tobaniviridae-Herpesviridae,Tobaniviridae,2,42,ORF1B,Other-Functions,Morelia viridis,ssRNA(+),Pregotovirus,5,3.0,60.0
472,446,NODE_1138_length_1462_cov_2.960477_1_3_1460,486,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
473,447,NODE_1139_length_1461_cov_75.695522_1_3_1358,451,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
474,448,NODE_1140_length_1461_cov_70.776119_1_107_1390,427,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
475,449,NODE_1145_length_1459_cov_21.583707_1_1_1368,455,132,1.0,QRN45811.1,Reoviridae,Reoviridae,Sedoreoviridae,3292,797,VP2,Structural-Envelope,Ovis aries,dsRNA,Orbivirus,4,4.0,100.0
476,450,NODE_1150_length_1458_cov_2.994764_1_1_1320,440,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
477,451,NODE_1156_length_1456_cov_2.114607_1_1_1320,440,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
479,452,NODE_1165_length_1452_cov_6.387678_1_2_1450,483,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
480,453,NODE_1169_length_1451_cov_0.936090_1_3_1451,483,468,0.95,QED42846.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,8831,138,inclusion body protein,Structural-Envelope,Brassica oleracea var. botrytis,dsDNA-RT,Caulimovirus,5,2.0,40.0
481,454,NODE_1171_length_1450_cov_7.386757_1_2_1417,472,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
482,455,NODE_1172_length_1450_cov_7.261851_1_1_1449,483,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
483,456,NODE_1175_length_1450_cov_4.386005_1_3_1448,482,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
484,457,NODE_1180_length_1449_cov_3.161145_1_2_1447,482,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
485,458,NODE_1181_length_1449_cov_3.113705_1_490_1449,320,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
486,459,NODE_1187_length_1446_cov_6.116981_1_2_1426,475,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
487,460,NODE_1188_length_1446_cov_2.314717_1_1_1068,355,979,0.83,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
488,461,NODE_1189_length_1446_cov_1.945660_1_296_1414,372,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
489,462,NODE_1194_length_1444_cov_3.672714_1_258_1442,394,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
490,463,NODE_1197_length_1443_cov_1.890318_1_1_1443,481,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
491,464,NODE_1200_length_1441_cov_7.718939_1_80_1111,343,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
492,465,NODE_1201_length_1440_cov_11.514784_2_55_1026,323,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
493,466,NODE_1203_length_1440_cov_3.463988_1_1_1119,372,830,1.0,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus,2,1.0,50.0
494,467,NODE_1204_length_1439_cov_7.425645_1_218_1438,406,730,0.98,YP_009246358.1,Adenoviridae,Adenoviridae,Adenoviridae,8520,63,DBP,Binding-Protein,Homo sapiens,dsDNA,Mastadenovirus,3,1.0,33.33
495,468,NODE_1206_length_1438_cov_14.826879_1_2_1438,479,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,2.0,40.0
496,469,NODE_1223_length_1433_cov_2.528201_1_144_1433,429,427,0.93,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus,4,1.0,25.0
497,470,NODE_1232_length_1431_cov_1.875573_1_2_1210,402,978,0.89,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,1.0,33.33
498,471,NODE_1236_length_1430_cov_2.896868_1_1_1314,438,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
499,472,NODE_1237_length_1430_cov_1.534759_1_3_1430,476,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
500,473,NODE_1240_length_1428_cov_4.980107_1_3_1337,444,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
501,474,NODE_1244_length_1427_cov_8.094946_1_14_1426,470,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
502,475,NODE_1247_length_1427_cov_2.253446_1_2_1426,475,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
503,476,NODE_1248_length_1427_cov_1.697550_1_30_1055,341,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
504,477,NODE_1251_length_1425_cov_6.947086_1_2_925,307,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
505,478,NODE_1259_length_1424_cov_6.349962_1_2_1423,474,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
506,479,NODE_1263_length_1423_cov_5.771889_2_474_1421,315,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
507,480,NODE_1265_length_1423_cov_3.533026_1_104_1423,440,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
508,481,NODE_1267_length_1423_cov_1.940860_1_1_1128,376,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
509,482,NODE_1268_length_1422_cov_8.127594_1_3_998,331,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
